tt,staname,stla,stlo,evtname,evla,evlo,period,weight,dist,vel
1,MX21,24.575,103.85,MX20,24.15,103.85,6.0,1,47.0757,2.859837
1,MX22,25.0,103.85,MX20,24.15,103.85,6.0,1,94.1005,2.858527
1,MX23,25.425,103.85,MX20,24.15,103.85,6.0,1,141.161,2.858673
1,MX24,25.85,103.85,MX20,24.15,103.85,6.0,1,188.2062,2.858574
1,MX22,25.0,103.85,MX21,24.575,103.85,6.0,1,47.0242,2.856856
1,MX23,25.425,103.85,MX21,24.575,103.85,6.0,1,94.1263,2.859149
1,MX24,25.85,103.85,MX21,24.575,103.85,6.0,1,141.161,2.858649
1,MX23,25.425,103.85,MX22,25.0,103.85,6.0,1,47.0242,2.856539
1,MX24,25.85,103.85,MX22,25.0,103.85,6.0,1,94.0748,2.857613
1,MX24,25.85,103.85,MX23,25.425,103.85,6.0,1,47.0242,2.856489
1,MX01,24.575,102.15,MX00,24.15,102.15,6.5,1,47.127,2.970779
1,MX02,25.0,102.15,MX00,24.15,102.15,6.5,1,94.1263,2.966872
1,MX03,25.425,102.15,MX00,24.15,102.15,6.5,1,141.1781,2.966674
1,MX04,25.85,102.15,MX00,24.15,102.15,6.5,1,188.2191,2.966442
1,MX05,24.15,102.575,MX00,24.15,102.15,6.5,1,43.2173,2.985828
1,MX06,24.575,102.575,MX00,24.15,102.15,6.5,1,63.8294,2.950005
1,MX07,25.0,102.575,MX00,24.15,102.15,6.5,1,103.4804,2.972668
1,MX08,25.425,102.575,MX00,24.15,102.15,6.5,1,147.547,2.969779
1,MX09,25.85,102.575,MX00,24.15,102.15,6.5,1,193.0299,2.961484
1,MX10,24.15,103.0,MX00,24.15,102.15,6.5,1,86.351,2.982986
1,MX11,24.575,103.0,MX00,24.15,102.15,6.5,1,98.2267,2.956486
1,MX12,25.0,103.0,MX00,24.15,102.15,6.5,1,127.5276,2.961625
1,MX13,25.425,103.0,MX00,24.15,102.15,6.5,1,165.2456,2.974156
1,MX14,25.85,103.0,MX00,24.15,102.15,6.5,1,206.839,2.967577
1,MX15,24.15,103.425,MX00,24.15,102.15,6.5,1,129.5231,2.982879
1,MX16,24.575,103.425,MX00,24.15,102.15,6.5,1,137.6024,2.984245
1,MX17,25.0,103.425,MX00,24.15,102.15,6.5,1,159.736,2.949714
1,MX18,25.425,103.425,MX00,24.15,102.15,6.5,1,191.1277,2.968285
1,MX19,25.85,103.425,MX00,24.15,102.15,6.5,1,227.9754,2.977915
1,MX20,24.15,103.85,MX00,24.15,102.15,6.5,1,172.6919,2.982803
1,MX21,24.575,103.85,MX00,24.15,102.15,6.5,1,178.71,2.99147
1,MX22,25.0,103.85,MX00,24.15,102.15,6.5,1,196.1511,2.966766
1,MX23,25.425,103.85,MX00,24.15,102.15,6.5,1,222.3656,2.955561
1,MX24,25.85,103.85,MX00,24.15,102.15,6.5,1,254.6407,2.974485
1,MX02,25.0,102.15,MX01,24.575,102.15,6.5,1,47.0757,2.96716
1,MX03,25.425,102.15,MX01,24.575,102.15,6.5,1,94.1263,2.966764
1,MX04,25.85,102.15,MX01,24.575,102.15,6.5,1,141.1781,2.966674
1,MX05,24.15,102.575,MX01,24.575,102.15,6.5,1,63.8294,2.96654
1,MX06,24.575,102.575,MX01,24.575,102.15,6.5,1,43.049,2.958743
1,MX07,25.0,102.575,MX01,24.575,102.15,6.5,1,63.7156,2.99076
1,MX08,25.425,102.575,MX01,24.575,102.15,6.5,1,103.4102,2.970541
1,MX09,25.85,102.575,MX01,24.575,102.15,6.5,1,147.4978,2.958937
1,MX10,24.15,103.0,MX01,24.575,102.15,6.5,1,98.2021,2.960394
1,MX11,24.575,103.0,MX01,24.575,102.15,6.5,1,86.0703,2.95398
1,MX12,25.0,103.0,MX01,24.575,102.15,6.5,1,97.9554,2.990573
1,MX13,25.425,103.0,MX01,24.575,102.15,6.5,1,127.3187,2.988158
1,MX14,25.85,103.0,MX01,24.575,102.15,6.5,1,165.0991,2.967838
1,MX15,24.15,103.425,MX01,24.575,102.15,6.5,1,137.6024,2.962689
1,MX16,24.575,103.425,MX01,24.575,102.15,6.5,1,129.0927,2.974574
1,MX17,25.0,103.425,MX01,24.575,102.15,6.5,1,137.1797,2.966282
1,MX18,25.425,103.425,MX01,24.575,102.15,6.5,1,159.3873,2.994684
1,MX19,25.85,103.425,MX01,24.575,102.15,6.5,1,190.8363,2.987885
1,MX20,24.15,103.85,MX01,24.575,102.15,6.5,1,178.71,2.970046
1,MX21,24.575,103.85,MX01,24.575,102.15,6.5,1,172.1165,2.981017
1,MX22,25.0,103.85,MX01,24.575,102.15,6.5,1,178.1404,2.965118
1,MX23,25.425,103.85,MX01,24.575,102.15,6.5,1,195.6446,2.981573
1,MX24,25.85,103.85,MX01,24.575,102.15,6.5,1,221.9081,2.995286
1,MX03,25.425,102.15,MX02,25.0,102.15,6.5,1,47.0757,2.967062
1,MX04,25.85,102.15,MX02,25.0,102.15,6.5,1,94.1263,2.966848
1,MX05,24.15,102.575,MX02,25.0,102.15,6.5,1,103.457,2.955291
1,MX06,24.575,102.575,MX02,25.0,102.15,6.5,1,63.7156,2.966817
1,MX07,25.0,102.575,MX02,25.0,102.15,6.5,1,42.88,3.007702
1,MX08,25.425,102.575,MX02,25.0,102.15,6.5,1,63.6015,2.961668
1,MX09,25.85,102.575,MX02,25.0,102.15,6.5,1,103.34,2.956133
1,MX10,24.15,103.0,MX02,25.0,102.15,6.5,1,127.5086,2.956055
1,MX11,24.575,103.0,MX02,25.0,102.15,6.5,1,97.9554,2.984433
1,MX12,25.0,103.0,MX02,25.0,102.15,6.5,1,85.7606,3.012473
1,MX13,25.425,103.0,MX02,25.0,102.15,6.5,1,97.6833,2.978939
1,MX14,25.85,103.0,MX02,25.0,102.15,6.5,1,127.1285,2.955277
1,MX15,24.15,103.425,MX02,25.0,102.15,6.5,1,159.736,2.97659
1,MX16,24.575,103.425,MX02,25.0,102.15,6.5,1,137.1797,3.000632
1,MX17,25.0,103.425,MX02,25.0,102.15,6.5,1,128.6233,2.986575
1,MX18,25.425,103.425,MX02,25.0,102.15,6.5,1,136.7735,2.999576
1,MX19,25.85,103.425,MX02,25.0,102.15,6.5,1,159.0225,2.972189
1,MX20,24.15,103.85,MX02,25.0,102.15,6.5,1,196.1511,2.992732
1,MX21,24.575,103.85,MX02,25.0,102.15,6.5,1,178.1404,2.996737
1,MX22,25.0,103.85,MX02,25.0,102.15,6.5,1,171.5109,2.979764
1,MX23,25.425,103.85,MX02,25.0,102.15,6.5,1,177.5827,2.998011
1,MX24,25.85,103.85,MX02,25.0,102.15,6.5,1,195.1121,2.988648
1,MX04,25.85,102.15,MX03,25.425,102.15,6.5,1,47.0757,2.967237
1,MX05,24.15,102.575,MX03,25.425,102.15,6.5,1,147.547,2.959272
1,MX06,24.575,102.575,MX03,25.425,102.15,6.5,1,103.4336,2.97409
1,MX07,25.0,102.575,MX03,25.425,102.15,6.5,1,63.6015,2.987814
1,MX08,25.425,102.575,MX03,25.425,102.15,6.5,1,42.7105,2.953223
1,MX09,25.85,102.575,MX03,25.425,102.15,6.5,1,63.4873,2.966128
1,MX10,24.15,103.0,MX03,25.425,102.15,6.5,1,165.2456,2.969158
1,MX11,24.575,103.0,MX03,25.425,102.15,6.5,1,127.3377,2.989307
1,MX12,25.0,103.0,MX03,25.425,102.15,6.5,1,97.6833,2.985357
1,MX13,25.425,103.0,MX03,25.425,102.15,6.5,1,85.4497,2.94975
1,MX14,25.85,103.0,MX03,25.425,102.15,6.5,1,97.4353,2.963879
1,MX15,24.15,103.425,MX03,25.425,102.15,6.5,1,191.1277,2.989324
1,MX16,24.575,103.425,MX03,25.425,102.15,6.5,1,159.3873,2.99072
1,MX17,25.0,103.425,MX03,25.425,102.15,6.5,1,136.7558,2.962998
1,MX18,25.425,103.425,MX03,25.425,102.15,6.5,1,128.1899,2.972849
1,MX19,25.85,103.425,MX03,25.425,102.15,6.5,1,136.3483,2.964139
1,MX20,24.15,103.85,MX03,25.425,102.15,6.5,1,222.3656,2.994052
1,MX21,24.575,103.85,MX03,25.425,102.15,6.5,1,195.6446,2.976125
1,MX22,25.0,103.85,MX03,25.425,102.15,6.5,1,177.569,2.964347
1,MX23,25.425,103.85,MX03,25.425,102.15,6.5,1,170.9315,2.980496
1,MX24,25.85,103.85,MX03,25.425,102.15,6.5,1,176.9958,2.968967
1,MX05,24.15,102.575,MX04,25.85,102.15,6.5,1,193.0299,2.961384
1,MX06,24.575,102.575,MX04,25.85,102.15,6.5,1,147.5142,2.971015
1,MX07,25.0,102.575,MX04,25.85,102.15,6.5,1,103.3634,2.969877
1,MX08,25.425,102.575,MX04,25.85,102.15,6.5,1,63.4873,2.948995
1,MX09,25.85,102.575,MX04,25.85,102.15,6.5,1,42.5402,2.979317
1,MX10,24.15,103.0,MX04,25.85,102.15,6.5,1,206.8273,2.967248
1,MX11,24.575,103.0,MX04,25.85,102.15,6.5,1,165.0991,2.972898
1,MX12,25.0,103.0,MX04,25.85,102.15,6.5,1,127.1285,2.959019
1,MX13,25.425,103.0,MX04,25.85,102.15,6.5,1,97.4353,2.959684
1,MX14,25.85,103.0,MX04,25.85,102.15,6.5,1,85.1661,2.982843
1,MX15,24.15,103.425,MX04,25.85,102.15,6.5,1,227.9754,2.977048
1,MX16,24.575,103.425,MX04,25.85,102.15,6.5,1,190.8363,2.964469
1,MX17,25.0,103.425,MX04,25.85,102.15,6.5,1,159.0225,2.95226
1,MX18,25.425,103.425,MX04,25.85,102.15,6.5,1,136.3483,2.987293
1,MX19,25.85,103.425,MX04,25.85,102.15,6.5,1,127.7361,2.982637
1,MX20,24.15,103.85,MX04,25.85,102.15,6.5,1,254.6407,2.971477
1,MX21,24.575,103.85,MX04,25.85,102.15,6.5,1,221.919,2.954467
1,MX22,25.0,103.85,MX04,25.85,102.15,6.5,1,195.1245,2.971692
1,MX23,25.425,103.85,MX04,25.85,102.15,6.5,1,177.0095,2.992827
1,MX24,25.85,103.85,MX04,25.85,102.15,6.5,1,170.3218,2.982834
1,MX06,24.575,102.575,MX05,24.15,102.575,6.5,1,47.0242,2.928692
1,MX07,25.0,102.575,MX05,24.15,102.575,6.5,1,94.1005,2.954154
1,MX08,25.425,102.575,MX05,24.15,102.575,6.5,1,141.1439,2.958205
1,MX09,25.85,102.575,MX05,24.15,102.575,6.5,1,188.1934,2.952579
1,MX10,24.15,103.0,MX05,24.15,102.575,6.5,1,43.1612,2.98193
1,MX11,24.575,103.0,MX05,24.15,102.575,6.5,1,63.8294,2.958702
1,MX12,25.0,103.0,MX05,24.15,102.575,6.5,1,103.457,2.951694
1,MX13,25.425,103.0,MX05,24.15,102.575,6.5,1,147.5306,2.959885
1,MX14,25.85,103.0,MX05,24.15,102.575,6.5,1,193.0299,2.959581
1,MX15,24.15,103.425,MX05,24.15,102.575,6.5,1,86.351,2.982892
1,MX16,24.575,103.425,MX05,24.15,102.575,6.5,1,98.2021,2.994085
1,MX17,25.0,103.425,MX05,24.15,102.575,6.5,1,127.4896,2.95489
1,MX18,25.425,103.425,MX05,24.15,102.575,6.5,1,165.2309,2.957499
1,MX19,25.85,103.425,MX05,24.15,102.575,6.5,1,206.8156,2.967697
1,MX20,24.15,103.85,MX05,24.15,102.575,6.5,1,129.5231,2.982849
1,MX21,24.575,103.85,MX05,24.15,102.575,6.5,1,137.5848,2.996206
1,MX22,25.0,103.85,MX05,24.15,102.575,6.5,1,159.736,2.979776
1,MX23,25.425,103.85,MX05,24.15,102.575,6.5,1,191.1277,2.957973
1,MX24,25.85,103.85,MX05,24.15,102.575,6.5,1,227.9648,2.963788
1,MX07,25.0,102.575,MX06,24.575,102.575,6.5,1,47.0242,2.974095
1,MX08,25.425,102.575,MX06,24.575,102.575,6.5,1,94.1005,2.971539
1,MX09,25.85,102.575,MX06,24.575,102.575,6.5,1,141.1439,2.95951
1,MX10,24.15,103.0,MX06,24.575,102.575,6.5,1,63.7914,2.942067
1,MX11,24.575,103.0,MX06,24.575,102.575,6.5,1,43.049,2.948489
1,MX12,25.0,103.0,MX06,24.575,102.575,6.5,1,63.7156,2.97033
1,MX13,25.425,103.0,MX06,24.575,102.575,6.5,1,103.4102,2.977005
1,MX14,25.85,103.0,MX06,24.575,102.575,6.5,1,147.5142,2.969088
1,MX15,24.15,103.425,MX06,24.575,102.575,6.5,1,98.2021,2.962433
1,MX16,24.575,103.425,MX06,24.575,102.575,6.5,1,86.0422,2.980858
1,MX17,25.0,103.425,MX06,24.575,102.575,6.5,1,97.9307,2.949389
1,MX18,25.425,103.425,MX06,24.575,102.575,6.5,1,127.3187,2.974964
1,MX19,25.85,103.425,MX06,24.575,102.575,6.5,1,165.0844,2.982433
1,MX20,24.15,103.85,MX06,24.575,102.575,6.5,1,137.6024,2.97733
1,MX21,24.575,103.85,MX06,24.575,102.575,6.5,1,129.0927,2.988056
1,MX22,25.0,103.85,MX06,24.575,102.575,6.5,1,137.1797,2.960213
1,MX23,25.425,103.85,MX06,24.575,102.575,6.5,1,159.3873,2.960817
1,MX24,25.85,103.85,MX06,24.575,102.575,6.5,1,190.8236,2.980415
1,MX08,25.425,102.575,MX07,25.0,102.575,6.5,1,47.0242,2.966838
1,MX09,25.85,102.575,MX07,25.0,102.575,6.5,1,94.0748,2.951614
1,MX10,24.15,103.0,MX07,25.0,102.575,6.5,1,103.457,2.966348
1,MX11,24.575,103.0,MX07,25.0,102.575,6.5,1,63.7156,2.992156
1,MX12,25.0,103.0,MX07,25.0,102.575,6.5,1,42.88,3.017205
1,MX13,25.425,103.0,MX07,25.0,102.575,6.5,1,63.6015,2.987152
1,MX14,25.85,103.0,MX07,25.0,102.575,6.5,1,103.34,2.963711
1,MX15,24.15,103.425,MX07,25.0,102.575,6.5,1,127.5086,2.991313
1,MX16,24.575,103.425,MX07,25.0,102.575,6.5,1,97.9307,3.00236
1,MX17,25.0,103.425,MX07,25.0,102.575,6.5,1,85.7324,2.976182
1,MX18,25.425,103.425,MX07,25.0,102.575,6.5,1,97.6833,3.004084
1,MX19,25.85,103.425,MX07,25.0,102.575,6.5,1,127.1095,2.987517
1,MX20,24.15,103.85,MX07,25.0,102.575,6.5,1,159.736,3.000373
1,MX21,24.575,103.85,MX07,25.0,102.575,6.5,1,137.1797,2.991813
1,MX22,25.0,103.85,MX07,25.0,102.575,6.5,1,128.6233,2.970677
1,MX23,25.425,103.85,MX07,25.0,102.575,6.5,1,136.7735,2.99539
1,MX24,25.85,103.85,MX07,25.0,102.575,6.5,1,159.0225,2.998901
1,MX09,25.85,102.575,MX08,25.425,102.575,6.5,1,46.9728,2.929261
1,MX10,24.15,103.0,MX08,25.425,102.575,6.5,1,147.5306,2.967521
1,MX11,24.575,103.0,MX08,25.425,102.575,6.5,1,103.4102,2.974602
1,MX12,25.0,103.0,MX08,25.425,102.575,6.5,1,63.6015,2.963989
1,MX13,25.425,103.0,MX08,25.425,102.575,6.5,1,42.6538,2.938816
1,MX14,25.85,103.0,MX08,25.425,102.575,6.5,1,63.4873,2.94369
1,MX15,24.15,103.425,MX08,25.425,102.575,6.5,1,165.2309,2.980864
1,MX16,24.575,103.425,MX08,25.425,102.575,6.5,1,127.3187,2.969129
1,MX17,25.0,103.425,MX08,25.425,102.575,6.5,1,97.6585,2.948193
1,MX18,25.425,103.425,MX08,25.425,102.575,6.5,1,85.4497,2.980612
1,MX19,25.85,103.425,MX08,25.425,102.575,6.5,1,97.4105,2.960557
1,MX20,24.15,103.85,MX08,25.425,102.575,6.5,1,191.1277,2.976717
1,MX21,24.575,103.85,MX08,25.425,102.575,6.5,1,159.3873,2.956429
1,MX22,25.0,103.85,MX08,25.425,102.575,6.5,1,136.7558,2.961941
1,MX23,25.425,103.85,MX08,25.425,102.575,6.5,1,128.1899,2.988253
1,MX24,25.85,103.85,MX08,25.425,102.575,6.5,1,136.3305,2.973815
1,MX10,24.15,103.0,MX09,25.85,102.575,6.5,1,193.0174,2.959642
1,MX11,24.575,103.0,MX09,25.85,102.575,6.5,1,147.4978,2.96005
1,MX12,25.0,103.0,MX09,25.85,102.575,6.5,1,103.34,2.952231
1,MX13,25.425,103.0,MX09,25.85,102.575,6.5,1,63.4492,2.9584
1,MX14,25.85,103.0,MX09,25.85,102.575,6.5,1,42.4833,2.975178
1,MX15,24.15,103.425,MX09,25.85,102.575,6.5,1,206.8156,2.967809
1,MX16,24.575,103.425,MX09,25.85,102.575,6.5,1,165.0844,2.956518
1,MX17,25.0,103.425,MX09,25.85,102.575,6.5,1,127.0905,2.959296
1,MX18,25.425,103.425,MX09,25.85,102.575,6.5,1,97.4105,2.994687
1,MX19,25.85,103.425,MX09,25.85,102.575,6.5,1,85.1093,2.98079
1,MX20,24.15,103.85,MX09,25.85,102.575,6.5,1,227.9648,2.963153
1,MX21,24.575,103.85,MX09,25.85,102.575,6.5,1,190.8236,2.960151
1,MX22,25.0,103.85,MX09,25.85,102.575,6.5,1,159.0073,2.983163
1,MX23,25.425,103.85,MX09,25.85,102.575,6.5,1,136.3305,2.995014
1,MX24,25.85,103.85,MX09,25.85,102.575,6.5,1,127.7172,2.982205
1,MX11,24.575,103.0,MX10,24.15,103.0,6.5,1,47.0757,2.969421
1,MX12,25.0,103.0,MX10,24.15,103.0,6.5,1,94.1005,2.966773
1,MX13,25.425,103.0,MX10,24.15,103.0,6.5,1,141.1439,2.966405
1,MX14,25.85,103.0,MX10,24.15,103.0,6.5,1,188.2062,2.967016
1,MX15,24.15,103.425,MX10,24.15,103.0,6.5,1,43.1612,2.981821
1,MX16,24.575,103.425,MX10,24.15,103.0,6.5,1,63.7914,2.999815
1,MX17,25.0,103.425,MX10,24.15,103.0,6.5,1,103.4336,2.968289
1,MX18,25.425,103.425,MX10,24.15,103.0,6.5,1,147.5306,2.964643
1,MX19,25.85,103.425,MX10,24.15,103.0,6.5,1,193.0299,2.971984
1,MX20,24.15,103.85,MX10,24.15,103.0,6.5,1,86.351,2.982891
1,MX21,24.575,103.85,MX10,24.15,103.0,6.5,1,98.2021,2.994268
1,MX22,25.0,103.85,MX10,24.15,103.0,6.5,1,127.5086,2.989155
1,MX23,25.425,103.85,MX10,24.15,103.0,6.5,1,165.2456,2.972074
1,MX24,25.85,103.85,MX10,24.15,103.0,6.5,1,206.8156,2.968738
1,MX12,25.0,103.0,MX11,24.575,103.0,6.5,1,47.0757,2.966708
1,MX13,25.425,103.0,MX11,24.575,103.0,6.5,1,94.1005,2.965735
1,MX14,25.85,103.0,MX11,24.575,103.0,6.5,1,141.1781,2.967072
1,MX15,24.15,103.425,MX11,24.575,103.0,6.5,1,63.8294,2.991947
1,MX16,24.575,103.425,MX11,24.575,103.0,6.5,1,43.049,3.016812
1,MX17,25.0,103.425,MX11,24.575,103.0,6.5,1,63.6776,2.950259
1,MX18,25.425,103.425,MX11,24.575,103.0,6.5,1,103.4102,2.95934
1,MX19,25.85,103.425,MX11,24.575,103.0,6.5,1,147.5142,2.972171
1,MX20,24.15,103.85,MX11,24.575,103.0,6.5,1,98.2267,3.001344
1,MX21,24.575,103.85,MX11,24.575,103.0,6.5,1,86.0703,3.0091
1,MX22,25.0,103.85,MX11,24.575,103.0,6.5,1,97.9554,2.975613
1,MX23,25.425,103.85,MX11,24.575,103.0,6.5,1,127.3377,2.956957
1,MX24,25.85,103.85,MX11,24.575,103.0,6.5,1,165.0844,2.965405
1,MX13,25.425,103.0,MX12,25.0,103.0,6.5,1,47.0242,2.963825
1,MX14,25.85,103.0,MX12,25.0,103.0,6.5,1,94.1005,2.966888
1,MX15,24.15,103.425,MX12,25.0,103.0,6.5,1,103.457,2.982661
1,MX16,24.575,103.425,MX12,25.0,103.0,6.5,1,63.7156,2.973146
1,MX17,25.0,103.425,MX12,25.0,103.0,6.5,1,42.8236,2.933519
1,MX18,25.425,103.425,MX12,25.0,103.0,6.5,1,63.6015,2.978056
1,MX19,25.85,103.425,MX12,25.0,103.0,6.5,1,103.34,2.982888
1,MX20,24.15,103.85,MX12,25.0,103.0,6.5,1,127.5276,2.982487
1,MX21,24.575,103.85,MX12,25.0,103.0,6.5,1,97.9554,2.964814
1,MX22,25.0,103.85,MX12,25.0,103.0,6.5,1,85.7606,2.947879
1,MX23,25.425,103.85,MX12,25.0,103.0,6.5,1,97.7081,2.970355
1,MX24,25.85,103.85,MX12,25.0,103.0,6.5,1,127.1095,2.984543
1,MX14,25.85,103.0,MX13,25.425,103.0,6.5,1,47.0242,2.965987
1,MX15,24.15,103.425,MX13,25.425,103.0,6.5,1,147.547,2.971859
1,MX16,24.575,103.425,MX13,25.425,103.0,6.5,1,103.4102,2.957336
1,MX17,25.0,103.425,MX13,25.425,103.0,6.5,1,63.5635,2.955267
1,MX18,25.425,103.425,MX13,25.425,103.0,6.5,1,42.7105,3.017184
1,MX19,25.85,103.425,MX13,25.425,103.0,6.5,1,63.4873,2.986388
1,MX20,24.15,103.85,MX13,25.425,103.0,6.5,1,165.2456,2.964414
1,MX21,24.575,103.85,MX13,25.425,103.0,6.5,1,127.3187,2.957904
1,MX22,25.0,103.85,MX13,25.425,103.0,6.5,1,97.6833,2.980434
1,MX23,25.425,103.85,MX13,25.425,103.0,6.5,1,85.478,3.011702
1,MX24,25.85,103.85,MX13,25.425,103.0,6.5,1,97.4105,2.997501
1,MX15,24.15,103.425,MX14,25.85,103.0,6.5,1,193.0299,2.972085
1,MX16,24.575,103.425,MX14,25.85,103.0,6.5,1,147.5142,2.96429
1,MX17,25.0,103.425,MX14,25.85,103.0,6.5,1,103.34,2.972115
1,MX18,25.425,103.425,MX14,25.85,103.0,6.5,1,63.4873,2.997645
1,MX19,25.85,103.425,MX14,25.85,103.0,6.5,1,42.5402,2.979183
1,MX20,24.15,103.85,MX14,25.85,103.0,6.5,1,206.8273,2.968893
1,MX21,24.575,103.85,MX14,25.85,103.0,6.5,1,165.0991,2.97368
1,MX22,25.0,103.85,MX14,25.85,103.0,6.5,1,127.1095,2.989745
1,MX23,25.425,103.85,MX14,25.85,103.0,6.5,1,97.4353,2.991962
1,MX24,25.85,103.85,MX14,25.85,103.0,6.5,1,85.1377,2.981876
1,MX16,24.575,103.425,MX15,24.15,103.425,6.5,1,47.0242,2.993497
1,MX17,25.0,103.425,MX15,24.15,103.425,6.5,1,94.0748,2.97136
1,MX18,25.425,103.425,MX15,24.15,103.425,6.5,1,141.1439,2.968173
1,MX19,25.85,103.425,MX15,24.15,103.425,6.5,1,188.2062,2.974213
1,MX20,24.15,103.85,MX15,24.15,103.425,6.5,1,43.2173,2.985554
1,MX21,24.575,103.85,MX15,24.15,103.425,6.5,1,63.8294,2.980218
1,MX22,25.0,103.85,MX15,24.15,103.425,6.5,1,103.457,2.979192
1,MX23,25.425,103.85,MX15,24.15,103.425,6.5,1,147.547,2.974732
1,MX24,25.85,103.85,MX15,24.15,103.425,6.5,1,193.0299,2.971148
1,MX17,25.0,103.425,MX16,24.575,103.425,6.5,1,46.9728,2.945306
1,MX18,25.425,103.425,MX16,24.575,103.425,6.5,1,94.1005,2.955323
1,MX19,25.85,103.425,MX16,24.575,103.425,6.5,1,141.161,2.967498
1,MX20,24.15,103.85,MX16,24.575,103.425,6.5,1,63.8294,2.994087
1,MX21,24.575,103.85,MX16,24.575,103.425,6.5,1,43.049,3.00313
1,MX22,25.0,103.85,MX16,24.575,103.425,6.5,1,63.6776,2.978331
1,MX23,25.425,103.85,MX16,24.575,103.425,6.5,1,103.4102,2.964746
1,MX24,25.85,103.85,MX16,24.575,103.425,6.5,1,147.4978,2.962847
1,MX18,25.425,103.425,MX17,25.0,103.425,6.5,1,46.9728,2.952495
1,MX19,25.85,103.425,MX17,25.0,103.425,6.5,1,94.0748,2.973545
1,MX20,24.15,103.85,MX17,25.0,103.425,6.5,1,103.457,2.962233
1,MX21,24.575,103.85,MX17,25.0,103.425,6.5,1,63.6776,2.953505
1,MX22,25.0,103.85,MX17,25.0,103.425,6.5,1,42.8236,2.952134
1,MX23,25.425,103.85,MX17,25.0,103.425,6.5,1,63.6015,2.957116
1,MX24,25.85,103.85,MX17,25.0,103.425,6.5,1,103.3166,2.964664
1,MX19,25.85,103.425,MX18,25.425,103.425,6.5,1,47.0242,2.990525
1,MX20,24.15,103.85,MX18,25.425,103.425,6.5,1,147.547,2.964164
1,MX21,24.575,103.85,MX18,25.425,103.425,6.5,1,103.4102,2.967496
1,MX22,25.0,103.85,MX18,25.425,103.425,6.5,1,63.6015,2.982926
1,MX23,25.425,103.85,MX18,25.425,103.425,6.5,1,42.7105,3.002821
1,MX24,25.85,103.85,MX18,25.425,103.425,6.5,1,63.4873,2.991324
1,MX20,24.15,103.85,MX19,25.85,103.425,6.5,1,193.0299,2.971285
1,MX21,24.575,103.85,MX19,25.85,103.425,6.5,1,147.5142,2.975139
1,MX22,25.0,103.85,MX19,25.85,103.425,6.5,1,103.34,2.978699
1,MX23,25.425,103.85,MX19,25.85,103.425,6.5,1,63.4873,2.977013
1,MX24,25.85,103.85,MX19,25.85,103.425,6.5,1,42.4833,2.975426
1,MX21,24.575,103.85,MX20,24.15,103.85,6.5,1,47.0757,2.967555
1,MX22,25.0,103.85,MX20,24.15,103.85,6.5,1,94.1005,2.966197
1,MX23,25.425,103.85,MX20,24.15,103.85,6.5,1,141.161,2.966348
1,MX24,25.85,103.85,MX20,24.15,103.85,6.5,1,188.2062,2.966245
1,MX22,25.0,103.85,MX21,24.575,103.85,6.5,1,47.0242,2.964462
1,MX23,25.425,103.85,MX21,24.575,103.85,6.5,1,94.1263,2.966842
1,MX24,25.85,103.85,MX21,24.575,103.85,6.5,1,141.161,2.966323
1,MX23,25.425,103.85,MX22,25.0,103.85,6.5,1,47.0242,2.964133
1,MX24,25.85,103.85,MX22,25.0,103.85,6.5,1,94.0748,2.965248
1,MX24,25.85,103.85,MX23,25.425,103.85,6.5,1,47.0242,2.964081
1,MX01,24.575,102.15,MX00,24.15,102.15,7.0,1,47.127,3.062976
1,MX02,25.0,102.15,MX00,24.15,102.15,7.0,1,94.1263,3.058948
1,MX03,25.425,102.15,MX00,24.15,102.15,7.0,1,141.1781,3.058744
1,MX04,25.85,102.15,MX00,24.15,102.15,7.0,1,188.2191,3.058505
1,MX05,24.15,102.575,MX00,24.15,102.15,7.0,1,43.2173,3.078492
1,MX06,24.575,102.575,MX00,24.15,102.15,7.0,1,63.8294,3.033916
1,MX07,25.0,102.575,MX00,24.15,102.15,7.0,1,103.4804,3.066809
1,MX08,25.425,102.575,MX00,24.15,102.15,7.0,1,147.547,3.063183
1,MX09,25.85,102.575,MX00,24.15,102.15,7.0,1,193.0299,3.051881
1,MX10,24.15,103.0,MX00,24.15,102.15,7.0,1,86.351,3.075562
1,MX11,24.575,103.0,MX00,24.15,102.15,7.0,1,98.2267,3.041105
1,MX12,25.0,103.0,MX00,24.15,102.15,7.0,1,127.5276,3.050021
1,MX13,25.425,103.0,MX00,24.15,102.15,7.0,1,165.2456,3.068446
1,MX14,25.85,103.0,MX00,24.15,102.15,7.0,1,206.839,3.059823
1,MX15,24.15,103.425,MX00,24.15,102.15,7.0,1,129.5231,3.075451
1,MX16,24.575,103.425,MX00,24.15,102.15,7.0,1,137.6024,3.07902
1,MX17,25.0,103.425,MX00,24.15,102.15,7.0,1,159.736,3.03289
1,MX18,25.425,103.425,MX00,24.15,102.15,7.0,1,191.1277,3.059663
1,MX19,25.85,103.425,MX00,24.15,102.15,7.0,1,227.9754,3.073338
1,MX20,24.15,103.85,MX00,24.15,102.15,7.0,1,172.6919,3.075374
1,MX21,24.575,103.85,MX00,24.15,102.15,7.0,1,178.71,3.088491
1,MX22,25.0,103.85,MX00,24.15,102.15,7.0,1,196.1511,3.055784
1,MX23,25.425,103.85,MX00,24.15,102.15,7.0,1,222.3656,3.041122
